"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"BAIAP3","maximum_longevity_y",-0.0414848162577227,0.159439975444073,0.794716593242033,327,327,36,363,1.02752293577982,"1 - 3","success",0.999993213635889
"TSR3","maximum_longevity_y",-5.12696975827248e-05,0.158795676196848,0.999742390344578,346,346,17,363,1.00867052023121,"1 - 2","success",0.999993213635889
"PIGQ","maximum_longevity_y",0.001334470705034,0.158328440325967,0.993275112394655,336,336,27,363,1.01488095238095,"1 - 2","success",0.999993213635889
"CRAMP1","maximum_longevity_y",0.00580919793434016,0.161327037970807,0.971275317954461,335,335,28,363,1.00597014925373,"1 - 2","success",0.999993213635889
"TEAD3","maximum_longevity_y",0.173388005653795,0.163785916726191,0.289770208492855,339,339,24,363,1.18289085545723,"1 - 3","success",0.999993213635889
"SELE","maximum_longevity_y",-0.0751441127666336,0.152339348852746,0.621823296890882,339,339,24,363,1.05899705014749,"1 - 5","success",0.999993213635889
"DNAJC11","maximum_longevity_y",-0.14102492277113,0.151046639289707,0.35048368568569,338,338,25,363,1.06804733727811,"1 - 4","success",0.999993213635889
"FMO3","maximum_longevity_y",0.00934141762902189,0.174573171363394,0.957325530223543,279,279,84,363,1.00358422939068,"1 - 2","success",0.999993213635889
"MYLIP","maximum_longevity_y",0.0114013323105593,0.155362260560766,0.94149938070741,353,353,10,363,1.01133144475921,"1 - 2","success",0.999993213635889
"NOX1","maximum_longevity_y",-0.0626470400587891,0.187296980345475,0.738017597628304,260,260,103,363,1.05,"1 - 3","success",0.999993213635889
"E2F2","maximum_longevity_y",-0.0203606740701083,0.15260212541654,0.893858645786303,346,346,17,363,1.02023121387283,"1 - 2","success",0.999993213635889
"PSMB1","maximum_longevity_y",0.0151798278387827,0.154644015204318,0.921805391730029,349,349,14,363,1.01146131805158,"1 - 2","success",0.999993213635889
"SYN1","maximum_longevity_y",-0.124354074814492,0.157533319906356,0.429888373706782,323,323,40,363,1.04643962848297,"1 - 2","success",0.999993213635889
"JARID2","maximum_longevity_y",-0.161593620037007,0.154863801965314,0.296736979550879,321,321,42,363,1.06853582554517,"1 - 3","success",0.999993213635889
"CDKL5","maximum_longevity_y",-0.229272545756161,0.145701079532678,0.115584197290808,339,339,24,363,1.11799410029499,"1 - 4","success",0.999993213635889
"CAMK1G","maximum_longevity_y",0.00925869024930655,0.153689787315004,0.951962324818273,351,351,12,363,1.01709401709402,"1 - 2","success",0.999993213635889
"CDK11A","maximum_longevity_y",0.00425098624204692,0.267635453873003,0.987327337876009,111,111,252,363,1.04504504504505,"1 - 2","success",0.999993213635889
"NADK","maximum_longevity_y",-0.0211338375061569,0.154831868932961,0.891429662709329,341,341,22,363,1.01759530791789,"1 - 2","success",0.999993213635889
"TFAP2B","maximum_longevity_y",0.00413200186721468,0.154807368527555,0.978705993722894,352,352,11,363,1.00284090909091,"1 - 2","success",0.999993213635889
"TFAP2D","maximum_longevity_y",NA,NA,NA,0,346,17,363,NA,NA,"No variation in nonzero copy numbers",NA
"DLEC1","maximum_longevity_y",-0.0308158548573628,0.151513184653382,0.838832339340511,307,307,56,363,1.15309446254072,"1 - 3","success",0.999993213635889
"CYTH3","maximum_longevity_y",0.0497576127886592,0.146702332011907,0.734478674984228,342,342,21,363,1.14619883040936,"1 - 6","success",0.999993213635889
"ADAM22","maximum_longevity_y",-0.316350826757841,0.140061245411875,0.0239045005804768,342,342,21,363,1.19883040935673,"1 - 5","success",0.883634788477914
"SYPL1","maximum_longevity_y",-0.0464477583807708,0.151667634996061,0.759416588681665,351,351,12,363,1.04273504273504,"1 - 3","success",0.999993213635889
"CYB561","maximum_longevity_y",-0.0172723291726994,0.152385482366187,0.909756019058624,353,353,10,363,1.01983002832861,"1 - 2","success",0.999993213635889
"SPAG9","maximum_longevity_y",-0.31022852063824,0.139540796190172,0.0262016297355979,351,351,12,363,1.17094017094017,"1 - 5","success",0.924646188453038
"CELSR3","maximum_longevity_y",-0.0337719142660458,0.162227634952866,0.835091479281991,315,315,48,363,1.01587301587302,"1 - 2","success",0.999993213635889
"AASS","maximum_longevity_y",0.006128766433135,0.1546497313834,0.968388122162492,336,336,27,363,1.03571428571429,"1 - 3","success",0.999993213635889
"PLEKHG6","maximum_longevity_y",-0.0592967106880941,0.148092683746941,0.688859934583018,354,354,9,363,1.05649717514124,"1 - 3","success",0.999993213635889
"SS18L2","maximum_longevity_y",0.120809377797034,0.153581547293782,0.431507927792358,341,341,22,363,1.07624633431085,"1 - 3","success",0.999993213635889
"MPND","maximum_longevity_y",-0.0609118337144059,0.154421897105949,0.693248278713566,327,327,36,363,1.04587155963303,"1 - 3","success",0.999993213635889
"MGST1","maximum_longevity_y",0.0139603492649397,0.154499350666107,0.928002232682566,354,354,9,363,1.01129943502825,"1 - 2","success",0.999993213635889
"CRY1","maximum_longevity_y",0.0105605184244899,0.156561005348118,0.946221031916532,338,338,25,363,1.00887573964497,"1 - 2","success",0.999993213635889
"PGLYRP1","maximum_longevity_y",0.110547256223055,0.227430662890555,0.626917430554511,302,302,61,363,1.19205298013245,"1 - 34","success",0.999993213635889
"NFIX","maximum_longevity_y",-0.146532787557112,0.147170845318942,0.319413179469022,352,352,11,363,1.08806818181818,"1 - 4","success",0.999993213635889
"ST3GAL1","maximum_longevity_y",-0.0155912360351413,0.153997288484767,0.919357106512731,349,349,14,363,1.00859598853868,"1 - 2","success",0.999993213635889
"MMP25","maximum_longevity_y",0.0697287307051047,0.164182161137843,0.671052866528508,317,317,46,363,1.03470031545741,"1 - 3","success",0.999993213635889
"IL32","maximum_longevity_y",0.713646161431435,0.328836674253663,0.0299905902639397,166,166,197,363,1.62650602409639,"1 - 10","success",0.983828054869605
"PKD1","maximum_longevity_y",0.0396469976547551,0.163065553732719,0.807900560771044,293,293,70,363,1.08873720136519,"1 - 4","success",0.999993213635889
"MAPK8IP2","maximum_longevity_y",-0.0163626189788017,0.166718769141776,0.92181712952264,296,296,67,363,1.01689189189189,"1 - 3","success",0.999993213635889
"MED24","maximum_longevity_y",-0.104233281719587,0.151396333618443,0.491150835295618,335,335,28,363,1.07462686567164,"1 - 3","success",0.999993213635889
"RHOBTB2","maximum_longevity_y",-0.0806064368018217,0.151974072083363,0.595837413071078,330,330,33,363,1.06666666666667,"1 - 3","success",0.999993213635889
"HEATR5B","maximum_longevity_y",0.204606760878195,0.170973307982472,0.23141665817673,327,327,36,363,1.217125382263,"1 - 7","success",0.999993213635889
"SEC62","maximum_longevity_y",-0.0185314548532283,0.153447013823896,0.903874972932639,348,348,15,363,1.00862068965517,"1 - 2","success",0.999993213635889
"RPS20","maximum_longevity_y",0.340310627528607,0.184897336558774,0.0656892482404797,341,341,22,363,1.3900293255132,"1 - 6","success",0.999993213635889
"CSDE1","maximum_longevity_y",-0.127389201406439,0.14840015081875,0.390662284144768,350,350,13,363,1.05428571428571,"1 - 4","success",0.999993213635889
"UBE3C","maximum_longevity_y",-0.0104635691904568,0.160575374168362,0.948044239631855,338,338,25,363,1.00591715976331,"1 - 2","success",0.999993213635889
"REV3L","maximum_longevity_y",-0.073735014129392,0.157469800879154,0.63960681946198,315,315,48,363,1.05396825396825,"1 - 2","success",0.999993213635889
"TENM1","maximum_longevity_y",-0.162152386435284,0.15168235837004,0.28505794918815,323,323,40,363,1.09287925696594,"1 - 2","success",0.999993213635889
"PAX7","maximum_longevity_y",-0.160929661274172,0.149875988814015,0.282933793000992,331,331,32,363,1.08459214501511,"1 - 3","success",0.999993213635889
"MASP2","maximum_longevity_y",-0.00895825273323398,0.153140358802353,0.95335274600167,322,322,41,363,1.03105590062112,"1 - 3","success",0.999993213635889
"IYD","maximum_longevity_y",-0.111536706457483,0.14516183624989,0.442272691260991,351,351,12,363,1.11680911680912,"1 - 4","success",0.999993213635889
"FAM76A","maximum_longevity_y",-0.0389690911283651,0.146411159752329,0.790114426154764,349,349,14,363,1.11461318051576,"1 - 4","success",0.999993213635889
"TRAF3IP3","maximum_longevity_y",-0.0874357578364567,0.143557871461369,0.542482819851391,356,356,7,363,1.11516853932584,"1 - 4","success",0.999993213635889
"POMT2","maximum_longevity_y",-0.10480454102354,0.147566420464967,0.477568065346535,347,347,16,363,1.07780979827089,"1 - 4","success",0.999993213635889
"VTA1","maximum_longevity_y",-0.0881525386036776,0.147473091341818,0.55000450286605,358,358,5,363,1.0586592178771,"1 - 3","success",0.999993213635889
"MLXIPL","maximum_longevity_y",0.116240882884246,0.152066781162052,0.444624852583883,316,316,47,363,1.15189873417722,"1 - 4","success",0.999993213635889
"BAZ1B","maximum_longevity_y",0.015410945302567,0.159091222473914,0.9228307385401,326,326,37,363,1.00613496932515,"1 - 2","success",0.999993213635889
"RANBP9","maximum_longevity_y",-0.0473258521718232,0.15591703093849,0.761484249814262,327,327,36,363,1.02140672782875,"1 - 4","success",0.999993213635889
"ETV7","maximum_longevity_y",-0.116005656287178,0.207564421895626,0.576236871716789,201,201,162,363,1.0547263681592,"1 - 4","success",0.999993213635889
"SPRTN","maximum_longevity_y",-0.0580079494105637,0.147447622650908,0.694013779205362,358,358,5,363,1.07821229050279,"1 - 4","success",0.999993213635889
"EEF1AKNMT","maximum_longevity_y",0.0016025235231626,0.153527397677597,0.991671808557408,346,346,17,363,1.02312138728324,"1 - 3","success",0.999993213635889
"DYRK4","maximum_longevity_y",0.160146240212021,0.154365021820636,0.29952543705545,296,296,67,363,1.21621621621622,"1 - 3","success",0.999993213635889
"ZNF207","maximum_longevity_y",-0.0456503583625085,0.148438917692792,0.758435182875954,352,352,11,363,1.07670454545455,"1 - 9","success",0.999993213635889
"UQCRC1","maximum_longevity_y",-0.00124370062506141,0.154280090328858,0.99356806975378,344,344,19,363,1.00872093023256,"1 - 2","success",0.999993213635889
"STARD3NL","maximum_longevity_y",0.0400907686241729,0.147788047618326,0.78618179131715,345,345,18,363,1.14782608695652,"1 - 6","success",0.999993213635889
"CD9","maximum_longevity_y",-0.132874582640352,0.147417459927081,0.367402779327144,355,355,8,363,1.06478873239437,"1 - 4","success",0.999993213635889
"HHATL","maximum_longevity_y",-0.0354003051152144,0.15327350342997,0.817344575862152,345,345,18,363,1.01449275362319,"1 - 2","success",0.999993213635889
"NCAPD2","maximum_longevity_y",-0.0284309245811377,0.15835852129836,0.85751750159867,332,332,31,363,1.01506024096386,"1 - 2","success",0.999993213635889
"IFFO1","maximum_longevity_y",-0.0259752159362748,0.150084531863626,0.862595955175348,348,348,15,363,1.04310344827586,"1 - 3","success",0.999993213635889
"GIPR","maximum_longevity_y",-0.0272707648993051,0.154804027988379,0.860165771578743,336,336,27,363,1.0625,"1 - 4","success",0.999993213635889
"PHF7","maximum_longevity_y",-0.0404977969136024,0.16773930660981,0.809219571574007,278,278,85,363,1.01438848920863,"1 - 2","success",0.999993213635889
"SEMA3G","maximum_longevity_y",-0.0162549455135452,0.153074140329228,0.915431591702438,348,348,15,363,1.02873563218391,"1 - 2","success",0.999993213635889
"NISCH","maximum_longevity_y",-0.0450586588093789,0.1486295708027,0.761767325145921,357,357,6,363,1.05042016806723,"1 - 3","success",0.999993213635889
"STAB1","maximum_longevity_y",0.026441304550738,0.161158891198958,0.86967620791508,325,325,38,363,1.01230769230769,"1 - 4","success",0.999993213635889
"FUZ","maximum_longevity_y",-0.0153214000598349,0.155433665697236,0.921478139446658,338,338,25,363,1.02958579881657,"1 - 2","success",0.999993213635889
"SLC6A13","maximum_longevity_y",-0.0492938905875198,0.156144808898541,0.752235212569434,338,338,25,363,1.02366863905325,"1 - 2","success",0.999993213635889
"IDS","maximum_longevity_y",-0.0562097688490171,0.15400372742276,0.715119121151162,337,337,26,363,1.03560830860534,"1 - 4","success",0.999993213635889
"PRSS3","maximum_longevity_y",-0.163392237528596,0.191092495982506,0.392527527167915,336,336,27,363,1.86607142857143,"1 - 10","success",0.999993213635889
"ZNF200","maximum_longevity_y",0.0340763259221794,0.204554413610985,0.867694177633972,306,306,57,363,1.44771241830065,"1 - 12","success",0.999993213635889
"CD4","maximum_longevity_y",-0.00736242844492671,0.155035864575726,0.96212385562091,344,344,19,363,1.00872093023256,"1 - 2","success",0.999993213635889
"LRRC23","maximum_longevity_y",-0.093085672966125,0.148785218662641,0.531552468470031,351,351,12,363,1.05413105413105,"1 - 3","success",0.999993213635889
"BTK","maximum_longevity_y",-0.0630556729578484,0.151576807136367,0.677411349195542,337,337,26,363,1.05044510385757,"1 - 2","success",0.999993213635889
"HFE","maximum_longevity_y",0.200388246843483,0.165069978583554,0.22476324053585,336,336,27,363,1.16071428571429,"1 - 4","success",0.999993213635889
"SCMH1","maximum_longevity_y",-0.189474118883544,0.141641249906892,0.18099282609121,353,353,10,363,1.13031161473088,"1 - 5","success",0.999993213635889
"FYN","maximum_longevity_y",0.117456759003864,0.167351020456131,0.482767326867257,355,355,8,363,1.23943661971831,"1 - 3","success",0.999993213635889
"HIVEP2","maximum_longevity_y",NA,NA,NA,0,321,42,363,NA,NA,"No variation in nonzero copy numbers",NA
"FMO1","maximum_longevity_y",-0.0469058879713169,0.163965404515214,0.774823085037966,295,295,68,363,1.06101694915254,"1 - 5","success",0.999993213635889
"ELOA","maximum_longevity_y",-0.013630059104296,0.157185668895131,0.930899550812255,343,343,20,363,1.01749271137026,"1 - 2","success",0.999993213635889
"LYPLA2","maximum_longevity_y",-0.000351613502603029,0.15391295756056,0.998177237670447,350,350,13,363,1.00285714285714,"1 - 2","success",0.999993213635889
"CLCN6","maximum_longevity_y",-0.115638932027699,0.15273846523025,0.448987443900991,326,326,37,363,1.07668711656442,"1 - 3","success",0.999993213635889
"MRC2","maximum_longevity_y",-0.0149635957944716,0.158552852023802,0.924810420647679,332,332,31,363,1.02409638554217,"1 - 3","success",0.999993213635889
"SLC6A7","maximum_longevity_y",-0.043544727623296,0.150130972996908,0.771781864712333,347,347,16,363,1.04610951008646,"1 - 2","success",0.999993213635889
"TSPAN9","maximum_longevity_y",-0.101555807601938,0.148214594192044,0.49322126709892,351,351,12,363,1.04843304843305,"1 - 2","success",0.999993213635889
"BTBD7","maximum_longevity_y",0.0029312566194584,0.157336770095026,0.985135902379863,338,338,25,363,1.00295857988166,"1 - 2","success",0.999993213635889
"APBA3","maximum_longevity_y",0.0112739790925453,0.162017292767097,0.944523947890873,323,323,40,363,1.01547987616099,"1 - 2","success",0.999993213635889
"MKS1","maximum_longevity_y",-0.078513366931098,0.149411616487436,0.599246991469774,349,349,14,363,1.06876790830946,"1 - 5","success",0.999993213635889
"ABHD5","maximum_longevity_y",0.00811017252331461,0.152028880258005,0.957456020668666,356,356,7,363,1.01404494382022,"1 - 2","success",0.999993213635889
"ANOS1","maximum_longevity_y",0.0260355143213948,0.173708105996621,0.880858639860184,282,282,81,363,1.02482269503546,"1 - 4","success",0.999993213635889
"AKAP8L","maximum_longevity_y",-0.0738915492918339,0.149355403516536,0.620786229120758,353,353,10,363,1.05382436260623,"1 - 3","success",0.999993213635889
"MBTD1","maximum_longevity_y",0.0524880953362281,0.15445820285564,0.733991554753358,347,347,16,363,1.03170028818444,"1 - 2","success",0.999993213635889
"UTP18","maximum_longevity_y",0.013693065939977,0.15790444489106,0.930896130063355,338,338,25,363,1.01775147928994,"1 - 3","success",0.999993213635889
"RNF216","maximum_longevity_y",-0.0248468338526664,0.150001960872948,0.868437595795419,335,335,28,363,1.11940298507463,"1 - 3","success",0.999993213635889
"TTC19","maximum_longevity_y",-0.00478371237005366,0.157743004255833,0.975807071099624,338,338,25,363,1.01479289940828,"1 - 2","success",0.999993213635889
"PTBP1","maximum_longevity_y",-0.0271597675108569,0.152795991117778,0.858917876449396,341,341,22,363,1.04105571847507,"1 - 3","success",0.999993213635889
"DPF1","maximum_longevity_y",-0.0652566978225413,0.147921195355457,0.659098229544213,349,349,14,363,1.10315186246418,"1 - 5","success",0.999993213635889
"SYT7","maximum_longevity_y",-0.151261186947979,0.147827188434718,0.306199198250715,342,342,21,363,1.09649122807018,"1 - 4","success",0.999993213635889
"LARS2","maximum_longevity_y",-0.0740895136457823,0.160298156019416,0.643939218688257,322,322,41,363,1.04968944099379,"1 - 2","success",0.999993213635889
"PIK3C2A","maximum_longevity_y",-0.0936874570081944,0.152214528659281,0.538227108296728,336,336,27,363,1.02678571428571,"1 - 6","success",0.999993213635889
"PLAUR","maximum_longevity_y",-0.146671550570504,0.156063825998346,0.347311063108195,325,325,38,363,1.08307692307692,"1 - 4","success",0.999993213635889
