"","pathway","pval","padj","log2err","ES","NES","size"
"1339","REACTOME_INTERFERON_GAMMA_SIGNALING",0.260619977037887,0.6950656562735,0.0843144320642653,0.415004047709973,1.12205913846335,94
"1340","REACTOME_INTERFERON_SIGNALING",0.0281837160751566,0.263495377274083,0.276500599254472,0.449693843452838,1.29624489755938,263
"1341","REACTOME_INTERLEUKIN_10_SIGNALING",0.818417639429313,0.985612539088782,0.0349401058848478,0.308091535790383,0.767473705679331,44
"1342","REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",0.244667503136763,0.682956692370689,0.0928481214159878,0.449351756377276,1.14999372119356,55
"1343","REACTOME_INTERLEUKIN_12_SIGNALING",0.239074550128535,0.675822977981251,0.0956031492204301,0.463934618730103,1.16037459962786,46
"1344","REACTOME_INTERLEUKIN_15_SIGNALING",0.0558213716108453,0.385741418133034,0.241339976815091,0.698144078147873,1.42797315483073,14
"1345","REACTOME_INTERLEUKIN_17_SIGNALING",0.620938628158845,0.913624791354049,0.0442407423477375,0.348051612378277,0.915381215738108,67
"1346","REACTOME_INTERLEUKIN_18_SIGNALING",0.334134615384615,0.759865978615979,0.11378726182188,-0.556596783031462,-1.11501324161092,8
"1347","REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",0.923497267759563,1,0.0196032645039178,0.269317199868548,0.750020393057993,146
"1348","REACTOME_INTERLEUKIN_1_PROCESSING",0.807757166947723,0.984519340573635,0.0476387259290825,0.382545335993135,0.718477885876585,9
"1349","REACTOME_INTERLEUKIN_1_SIGNALING",0.617214043035108,0.911696730652485,0.0417397034728504,0.344140804275986,0.936971891778851,110
"1350","REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING",0.186968838526912,0.632739118758044,0.117249716749792,0.552874745966062,1.26163311737088,26
"1351","REACTOME_INTERLEUKIN_21_SIGNALING",0.337328767123288,0.762561345163392,0.0922597260527354,0.594922340600726,1.12694832078762,10
"1352","REACTOME_INTERLEUKIN_23_SIGNALING",0.0413067197639715,0.328779161364584,0.321775918075361,0.813871674017993,1.49365411610529,8
"1353","REACTOME_INTERLEUKIN_27_SIGNALING",0.827118644067797,0.990378237888561,0.046788296531803,0.37567529599543,0.727363690217854,11
"1354","REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING",0.172503242542153,0.628157093399247,0.116739204791222,0.496444480821004,1.23667170661571,44
"1355","REACTOME_INTERLEUKIN_2_SIGNALING",0.690938511326861,0.944063718848791,0.0529129848430583,0.418838084349779,0.839034796222455,12
"1356","REACTOME_INTERLEUKIN_35_SIGNALLING",0.543689320388349,0.878743098523669,0.0642140881844605,0.468444186554194,0.93840791297015,12
"1357","REACTOME_INTERLEUKIN_36_PATHWAY",0.0823529411764706,0.456525951557093,0.241339976815091,-0.73816575608919,-1.41196300716503,7
"1358","REACTOME_INTERLEUKIN_37_SIGNALING",0.84992784992785,0.998622980730337,0.0381628909049257,0.327459903221892,0.721068393651516,20
"1359","REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",0.04,0.326465475012309,0.257206466468838,0.567708964586295,1.42409965326215,47
"1360","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",1,1,0.123257226381337,-0.214377262065699,-0.742281731165683,109
"1361","REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",0.766990291262136,0.973177484240869,0.0819778796501272,-0.30626534342956,-0.811075729086879,24
"1362","REACTOME_INTERLEUKIN_6_SIGNALING",0.577669902912621,0.890982946481405,0.0817515582532145,-0.425448136326846,-0.921573078497768,11
"1363","REACTOME_INTERLEUKIN_7_SIGNALING",7.37043043745539e-06,0.000184731213943031,0.610526878385931,0.797377089762628,1.91405976948383,35
"1364","REACTOME_INTERLEUKIN_9_SIGNALING",0.3035413153457,0.739742310236945,0.09754492162472,0.624410026142366,1.17273628323876,9
"1365","REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING",0.184615384615385,0.632739118758044,0.117249716749792,0.548905550167782,1.26488113349351,27
"1366","REACTOME_INTESTINAL_ABSORPTION",0.472850678733032,0.841766514672177,0.0888945288620449,-0.59518792036188,-1.03122777008028,5
"1367","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",0.910309278350515,1,0.0166782153543946,0.277183686488831,0.803856390613425,296
