"","pathway","pval","padj","log2err","ES","NES","size"
"221","KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_PI3K_SIGNALING_PATHWAY",0.464233576642336,0.933946234352555,0.0668966276500666,-0.569288126770526,-1.02395711881612,4
"222","KEGG_MEDICUS_REFERENCE_FSHR_GNAS_PKA_SIGNALING_PATHWAY",0.56858407079646,0.956131840691092,0.0776798560117236,-0.691807044410414,-0.932885906040269,1
"223","KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119",0.168407310704961,0.728113960989095,0.118815039412263,-0.587988572312187,-1.25361644650853,8
"224","KEGG_MEDICUS_REFERENCE_GF_RTK_PI3K_SIGNALING_PATHWAY",0.072992700729927,0.502965328467153,0.199915231309662,-0.757761594480644,-1.36295724879341,4
"225","KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY",0.170289855072464,0.7344530668651,0.112843355675562,-0.527652044431042,-1.26432520280026,12
"226","KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_PI3K_SIGNALING_PATHWAY",0.147214854111406,0.665864109365436,0.129442887745046,-0.619562316498514,-1.28085424224764,7
"227","KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY",0.708459214501511,0.97844998022934,0.0486034247259069,-0.507662835249042,-0.858196340785202,3
"228","KEGG_MEDICUS_REFERENCE_GH_JAK_STAT_SIGNALING_PATHWAY",0.528716216216216,0.945225939833762,0.0676760401641789,-0.632707774798928,-0.972052009118901,2
"229","KEGG_MEDICUS_REFERENCE_GLUTATHIONE_BIOSYNTHESIS",0.831707317073171,0.97844998022934,0.0635007968065945,0.47491382612026,0.758122989879461,2
"230","KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION_AMYLASE_",0.00967671371260235,0.146984240152038,0.380730400722792,0.993874425727412,1.33873006986701,1
"231","KEGG_MEDICUS_REFERENCE_GLYCOLYSIS",0.987915407854985,0.998281786941581,0.0332359307785383,-0.318855717484602,-0.539020765326433,3
"232","KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE",0.980088495575221,0.994556001784917,0.051218434854034,-0.511485451761103,-0.689726381001549,1
"233","KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY",0.868580060422961,0.97844998022934,0.0392758570896778,-0.432045299093477,-0.730366040195908,3
"234","KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY",0.613293051359517,0.96679976997157,0.0552495663125249,-0.547892720306513,-0.926204352696482,3
"235","KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY",0.70353982300885,0.97844998022934,0.0668966276500666,-0.644716692189893,-0.869385647909138,1
"236","KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS",0.892749244712991,0.97844998022934,0.0380056241581377,-0.414701093867523,-0.701045923722461,3
"237","KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_DEGRADATION",0.0545454545454545,0.437945725291255,0.261663521711573,0.97281776416539,1.31036714465796,1
"238","KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY",0.753315649867374,0.97844998022934,0.0398406946073899,-0.397927858787414,-0.822657499437508,7
