"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"RAB20","MLres",-0.0256837730695351,0.214640772706222,0.904753011317621,322,322,41,363,1.00621118012422,"1 - 2","success",0.999997530435179
"GRTP1","MLres",-0.0346284790399574,0.214965433422549,0.87202362501559,329,329,34,363,1.06686930091185,"1 - 3","success",0.999997530435179
"CUL4A","MLres",-0.0690356239463832,0.207316187230708,0.739136709562667,339,339,24,363,1.05899705014749,"1 - 3","success",0.999997530435179
"TTC6","MLres",0.0105100733623636,0.214356323431221,0.960894708442132,314,314,49,363,1.01273885350318,"1 - 2","success",0.999997530435179
"SSTR1","MLres",-0.00727441026407438,0.219802999703989,0.973598721189516,328,328,35,363,1.0030487804878,"1 - 2","success",0.999997530435179
"CDH24","MLres",0.0024199837484443,0.211094992253719,0.990853286677617,337,337,26,363,1.00593471810089,"1 - 2","success",0.999997530435179
"REM2","MLres",0.00995609039793094,0.214151796009077,0.962919058954273,348,348,15,363,1.00862068965517,"1 - 2","success",0.999997530435179
"CBLN3","MLres",-0.0153273856201086,0.207747803938916,0.941186388750275,357,357,6,363,1.01120448179272,"1 - 2","success",0.999997530435179
"TSSK4","MLres",-0.0555521169966567,0.208642572649023,0.790042868592419,348,348,15,363,1.02011494252874,"1 - 2","success",0.999997530435179
"NOVA1","MLres",-0.09986031506025,0.204751088640692,0.625751248498028,350,350,13,363,1.06857142857143,"1 - 2","success",0.999997530435179
"FITM1","MLres",-0.00226464394570105,0.213558679649932,0.99153913772887,346,346,17,363,1.00867052023121,"1 - 3","success",0.999997530435179
"MDGA2","MLres",-0.242845888290552,0.200260573749524,0.225263848041272,339,339,24,363,1.10324483775811,"1 - 3","success",0.999997530435179
"TMX1","MLres",0.157174237526404,0.253581806591694,0.535378475271194,342,342,21,363,1.07894736842105,"1 - 12","success",0.999997530435179
"FRMD6","MLres",-0.047121608491989,0.210771536291837,0.823094065059085,345,345,18,363,1.02608695652174,"1 - 2","success",0.999997530435179
"PELI2","MLres",-0.0219964568261766,0.214361614645605,0.918269501050331,345,345,18,363,1.00289855072464,"1 - 2","success",0.999997530435179
"RTN1","MLres",-0.208522177140133,0.198047452680572,0.292391422080918,355,355,8,363,1.11830985915493,"1 - 4","success",0.999997530435179
"ARMH4","MLres",-0.0640063656364729,0.212961981968851,0.763755364713928,329,329,34,363,1.02127659574468,"1 - 2","success",0.999997530435179
"SYT16","MLres",-0.0441862872875823,0.215246689768169,0.837351747279753,327,327,36,363,1.03058103975535,"1 - 2","success",0.999997530435179
"SLC38A6","MLres",-0.102533167623065,0.203217283612987,0.61387532560095,333,333,30,363,1.06906906906907,"1 - 2","success",0.999997530435179
"NAA30","MLres",-0.00592145823238265,0.22303620429152,0.978819200519541,320,320,43,363,1.009375,"1 - 2","success",0.999997530435179
"ADAM21","MLres",0.208622834412807,0.219294361213493,0.341433342427277,278,278,85,363,1.15467625899281,"1 - 4","success",0.999997530435179
"RDH12","MLres",0.447073642569888,0.211897275146091,0.0348703931003648,355,355,8,363,1.2112676056338,"1 - 2","success",0.999997530435179
"DCAF5","MLres",0.0502487372769014,0.208678662096788,0.80971415793216,341,341,22,363,1.07624633431085,"1 - 3","success",0.999997530435179
"RAB15","MLres",0.109083566576377,0.197021853155919,0.579810000891562,350,350,13,363,1.14,"1 - 3","success",0.999997530435179
"WDR89","MLres",0.0130510599432472,0.21533547392517,0.951671374275305,326,326,37,363,1.00920245398773,"1 - 2","success",0.999997530435179
"ESR2","MLres",-0.234672022276395,0.199262354291433,0.238914730611409,348,348,15,363,1.12931034482759,"1 - 4","success",0.999997530435179
"KCNH5","MLres",-0.108421057705376,0.202310072832154,0.592017109153855,349,349,14,363,1.06303724928367,"1 - 4","success",0.999997530435179
"STON2","MLres",-0.195696745342177,0.20738604225314,0.345356157528916,338,338,25,363,1.06213017751479,"1 - 3","success",0.999997530435179
"EFCAB11","MLres",-0.162203886377362,0.198918987326423,0.414828011353253,356,356,7,363,1.10112359550562,"1 - 3","success",0.999997530435179
"GPR65","MLres",-0.0208150197920724,0.208303806281121,0.920402870180031,348,348,15,363,1.00287356321839,"1 - 2","success",0.999997530435179
"PTGR2","MLres",0.0439286488138125,0.212796762356676,0.836451320061358,340,340,23,363,1.01470588235294,"1 - 3","success",0.999997530435179
"JDP2","MLres",-0.0721426859896648,0.205007812633821,0.724911661532154,355,355,8,363,1.02816901408451,"1 - 2","success",0.999997530435179
"AK7","MLres",0.0520523059377913,0.212881279206635,0.806833295887445,337,337,26,363,1.01780415430267,"1 - 2","success",0.999997530435179
"FAM181A","MLres",-0.0306943226485087,0.212751039785904,0.88528455707557,338,338,25,363,1.00591715976331,"1 - 2","success",0.999997530435179
"SLC24A4","MLres",-0.119547230484254,0.204505480517736,0.558838654764012,343,343,20,363,1.08454810495627,"1 - 3","success",0.999997530435179
"FBLN5","MLres",-0.0960877092813733,0.203740502029414,0.637199402075892,357,357,6,363,1.0812324929972,"1 - 4","success",0.999997530435179
"SERPINA10","MLres",-0.0355923090839106,0.23038916539329,0.877225151222282,248,248,115,363,1.00806451612903,"1 - 2","success",0.999997530435179
"CLBA1","MLres",0.0829708902146394,0.235319203746947,0.724396816413728,299,299,64,363,1.03344481605351,"1 - 2","success",0.999997530435179
"WARS1","MLres",-0.0281362035338729,0.208287448099694,0.892545832768696,348,348,15,363,1.0316091954023,"1 - 2","success",0.999997530435179
"SLC25A47","MLres",0.262931036560839,0.204571530560598,0.198695583926545,338,338,25,363,1.0887573964497,"1 - 4","success",0.999997530435179
"WDR20","MLres",-0.0775060818623167,0.210370698779031,0.712555447760044,330,330,33,363,1.05454545454545,"1 - 4","success",0.999997530435179
"NIPA2","MLres",-0.00440227910463564,0.213058380148262,0.983515031841982,333,333,30,363,1.02102102102102,"1 - 2","success",0.999997530435179
"SLC12A6","MLres",-0.207654623358642,0.197003216409231,0.291852164240636,351,351,12,363,1.14529914529915,"1 - 5","success",0.999997530435179
"DUOXA1","MLres",0.397261014134445,0.169373282809326,0.0190027886338241,333,333,30,363,1.6036036036036,"1 - 4","success",0.999997530435179
"MFAP1","MLres",-0.0230507188491644,0.208947633044175,0.912157053916586,351,351,12,363,1.01424501424501,"1 - 2","success",0.999997530435179
"TCF12","MLres",-0.192965133681582,0.200496646327194,0.335830779151004,347,347,16,363,1.10086455331412,"1 - 3","success",0.999997530435179
"SORD","MLres",0.0724539481365699,0.213750706248874,0.734636308358713,346,346,17,363,1.01445086705202,"1 - 2","success",0.999997530435179
"SERF2","MLres",-0.0955211131103902,0.197328010681715,0.628334238508335,357,357,6,363,1.11204481792717,"1 - 7","success",0.999997530435179
"ZSCAN29","MLres",0.220731966281305,0.234049960784757,0.345630961408168,324,324,39,363,1.13888888888889,"1 - 7","success",0.999997530435179
"DUOXA2","MLres",0.459327963520946,0.167337747085802,0.00605264936393028,355,355,8,363,1.56619718309859,"1 - 4","success",0.999997530435179
"DUOX2","MLres",0.377505041678214,0.202845940598457,0.0627380879690512,302,302,61,363,1.2317880794702,"1 - 3","success",0.999997530435179
"LYSMD2","MLres",0.0145797854216896,0.208387508748327,0.944221695392617,348,348,15,363,1.01724137931034,"1 - 3","success",0.999997530435179
"SLC27A2","MLres",0.0142280046359073,0.204592768258952,0.944557368487644,349,349,14,363,1.06876790830946,"1 - 3","success",0.999997530435179
"FGF7","MLres",0.0891322533439456,0.207050574749047,0.666842571354726,352,352,11,363,1.02556818181818,"1 - 5","success",0.999997530435179
"HDC","MLres",-0.101234905176503,0.206948910828073,0.624715509434615,345,345,18,363,1.04347826086957,"1 - 3","success",0.999997530435179
"GCNT3","MLres",-0.0267954439141775,0.212402291005507,0.899609854250952,337,337,26,363,1.01186943620178,"1 - 2","success",0.999997530435179
"BNIP2","MLres",0.437801324580581,0.195069588950477,0.0248109149995478,341,341,22,363,1.17888563049853,"1 - 4","success",0.999997530435179
"GTF2A2","MLres",0.249474309573293,0.213146414724346,0.241825418553714,357,357,6,363,1.17366946778711,"1 - 3","success",0.999997530435179
"SRP14","MLres",-0.0387073368585142,0.206508287727309,0.851317851846276,331,331,32,363,1.07552870090634,"1 - 3","success",0.999997530435179
"BAHD1","MLres",-0.00992334628602642,0.2141788257437,0.963045586252901,341,341,22,363,1.00293255131965,"1 - 2","success",0.999997530435179
"DISP2","MLres",-0.0181814515847443,0.228214399602968,0.936501078033536,304,304,59,363,1.00657894736842,"1 - 2","success",0.999997530435179
"CDAN1","MLres",-0.00167442578691516,0.212025750759789,0.993698951226893,332,332,31,363,1.00903614457831,"1 - 3","success",0.999997530435179
"TLE3","MLres",-0.097381799313653,0.2022855411247,0.63022682764618,339,339,24,363,1.07964601769911,"1 - 7","success",0.999997530435179
"ANP32A","MLres",-0.0146381398520731,0.209955273917937,0.944416302352495,350,350,13,363,1.00857142857143,"1 - 2","success",0.999997530435179
"COMMD4","MLres",-0.00076330037180547,0.263627784042671,0.997689831012299,350,350,13,363,1.49428571428571,"1 - 15","success",0.999997530435179
"UBE2Q2","MLres",0.0592100715416571,0.257066925287536,0.81783581412363,341,341,22,363,1.55131964809384,"1 - 14","success",0.999997530435179
"PSTPIP1","MLres",-0.0269264245365978,0.205773949228505,0.895890496116289,345,345,18,363,1.03478260869565,"1 - 3","success",0.999997530435179
"ETFA","MLres",-0.0940192867898903,0.204914706040358,0.646362305009369,353,353,10,363,1.03116147308782,"1 - 2","success",0.999997530435179
"BCL2A1","MLres",-0.0613967083622967,0.213292791889442,0.773460204450939,339,339,24,363,1.03244837758112,"1 - 4","success",0.999997530435179
"HMG20A","MLres",0.0176666426319636,0.207287864909267,0.932080466432587,355,355,8,363,1.00281690140845,"1 - 2","success",0.999997530435179
"SCAPER","MLres",-0.0752678393441789,0.207702715962278,0.717066179539807,336,336,27,363,1.05654761904762,"1 - 2","success",0.999997530435179
"TSPAN3","MLres",0.0315661990580794,0.202749282643394,0.876276745215429,356,356,7,363,1.07303370786517,"1 - 3","success",0.999997530435179
"WDR61","MLres",-0.00986322495654544,0.217459887420933,0.963823132824797,334,334,29,363,1.00299401197605,"1 - 2","success",0.999997530435179
"NCOA2","MLres",-0.0121652054157854,0.213478798294275,0.954556710784452,335,335,28,363,1.0089552238806,"1 - 2","success",0.999997530435179
"NEIL1","MLres",0.100494236596465,0.208612037084669,0.629999260324062,343,343,20,363,1.0466472303207,"1 - 5","success",0.999997530435179
"MAN2C1","MLres",0.0632467746041647,0.221340346622719,0.775073860727098,323,323,40,363,1.06191950464396,"1 - 5","success",0.999997530435179
"DNAJA4","MLres",-0.057214091033661,0.213945226343536,0.78914271262461,337,337,26,363,1.0326409495549,"1 - 3","success",0.999997530435179
"TLNRD1","MLres",NA,NA,NA,0,300,63,363,NA,NA,"No variation in nonzero copy numbers",NA
"TPM1","MLres",0.191410521275535,0.224103699535641,0.39304080393351,355,355,8,363,1.3887323943662,"1 - 5","success",0.999997530435179
"IGF1R","MLres",-0.057922910779697,0.208879177092086,0.781547131496827,332,332,31,363,1.05421686746988,"1 - 3","success",0.999997530435179
"ARRDC4","MLres",0.0308765063314728,0.209736143267389,0.882961568658641,351,351,12,363,1.01139601139601,"1 - 2","success",0.999997530435179
"PIF1","MLres",-0.0312776631852133,0.21377540456748,0.883675993459628,339,339,24,363,1.0117994100295,"1 - 2","success",0.999997530435179
"USP3","MLres",-0.190738409707387,0.195558410251688,0.329385372472007,352,352,11,363,1.13068181818182,"1 - 5","success",0.999997530435179
"CYP11A1","MLres",-0.0183570900297653,0.210611089785276,0.930543475298215,349,349,14,363,1.01146131805158,"1 - 2","success",0.999997530435179
"BBS4","MLres",0.0847654706932997,0.211469971406347,0.688538458422941,347,347,16,363,1.02593659942363,"1 - 3","success",0.999997530435179
"PML","MLres",-0.0699934635784911,0.20430302331951,0.731902172309581,338,338,25,363,1.07988165680473,"1 - 5","success",0.999997530435179
"CYP1A1","MLres",-0.149830195794849,0.206724671665865,0.468586151696818,338,338,25,363,1.06213017751479,"1 - 3","success",0.999997530435179
"ADAMTS17","MLres",-0.0809075241765334,0.22111760553967,0.71443769745111,326,326,37,363,1.03374233128834,"1 - 3","success",0.999997530435179
"LINS1","MLres",-0.0144681538283762,0.214670460501931,0.946265624773022,339,339,24,363,1.00589970501475,"1 - 2","success",0.999997530435179
"ULK3","MLres",-0.0248879153116932,0.210172653624078,0.905737632770786,345,345,18,363,1.01449275362319,"1 - 3","success",0.999997530435179
"GOLGA6D","MLres",0.22750347834504,0.270156612387362,0.399722461519513,341,341,22,363,5.25513196480938,"1 - 59","success",0.999997530435179
"PCSK6","MLres",-0.214800184551924,0.206295944520829,0.297771833411244,334,334,29,363,1.10179640718563,"1 - 4","success",0.999997530435179
"CCDC33","MLres",-0.0328533563671128,0.265643270283269,0.901572830583016,228,228,135,363,1.02631578947368,"1 - 3","success",0.999997530435179
"CELF6","MLres",-0.0244892111891882,0.216015921293928,0.909739108540081,332,332,31,363,1.0210843373494,"1 - 2","success",0.999997530435179
"SCAMP2","MLres",0.013516740400739,0.207498635741378,0.948061461068552,354,354,9,363,1.00847457627119,"1 - 2","success",0.999997530435179
"CYP1A2","MLres",0.0360434170353738,0.235686091502377,0.878453668112822,259,259,104,363,1.14285714285714,"1 - 6","success",0.999997530435179
"LMAN1L","MLres",-0.0230397728946155,0.307028897114915,0.940182045395518,167,167,196,363,1.0059880239521,"1 - 2","success",0.999997530435179
"HAPLN3","MLres",0.286604068761776,0.216421141630288,0.185407187382224,323,323,40,363,1.08978328173375,"1 - 2","success",0.999997530435179
"RHCG","MLres",-0.00533202580010594,0.209115036499428,0.979657703309403,346,346,17,363,1.01734104046243,"1 - 3","success",0.999997530435179
"POLG","MLres",-0.00822329717030197,0.210449447676896,0.968830649670323,345,345,18,363,1.00289855072464,"1 - 2","success",0.999997530435179
"RLBP1","MLres",0.00879312706564964,0.208315563050864,0.966330804249221,355,355,8,363,1.02253521126761,"1 - 4","success",0.999997530435179
"FANCI","MLres",-0.169777642854883,0.212417209897308,0.424136764605111,328,328,35,363,1.10060975609756,"1 - 4","success",0.999997530435179
"ABHD2","MLres",-0.00829541468928547,0.21463429585294,0.969170183882113,347,347,16,363,1.0028818443804,"1 - 2","success",0.999997530435179
"WDR93","MLres",-0.149270005862155,0.198984177771776,0.453158240437672,358,358,5,363,1.08659217877095,"1 - 4","success",0.999997530435179
"TICRR","MLres",0.0376068283540604,0.225270290258262,0.867416539423637,310,310,53,363,1.06774193548387,"1 - 3","success",0.999997530435179
"NTRK3","MLres",-0.370113565308323,0.195814324967907,0.0587412344988049,343,343,20,363,1.16909620991254,"1 - 5","success",0.999997530435179
"DET1","MLres",-0.0196912218806159,0.20859035662036,0.92479030301401,342,342,21,363,1.02046783625731,"1 - 2","success",0.999997530435179
"MFGE8","MLres",-0.0230085397684274,0.203048829957507,0.909780585038208,350,350,13,363,1.10285714285714,"1 - 5","success",0.999997530435179
"ZNF710","MLres",0.062228725248261,0.221901578407895,0.779144630891084,321,321,42,363,1.01869158878505,"1 - 2","success",0.999997530435179
"UNC45A","MLres",0.0631482530460759,0.209566985803728,0.763164928843456,342,342,21,363,1.06140350877193,"1 - 3","success",0.999997530435179
"ST8SIA2","MLres",-0.0851264433751909,0.205073959113629,0.678067832240376,350,350,13,363,1.04,"1 - 2","success",0.999997530435179
"MCTP2","MLres",-0.116068169058987,0.205223924040169,0.571687205359054,336,336,27,363,1.09821428571429,"1 - 3","success",0.999997530435179
"FURIN","MLres",0.0294233311100346,0.213972690043694,0.890627886585833,338,338,25,363,1.0207100591716,"1 - 2","success",0.999997530435179
"IQGAP1","MLres",0.26335878247478,0.214005118480472,0.218465364907394,320,320,43,363,1.084375,"1 - 3","success",0.999997530435179
"CRTC3","MLres",-0.0654506881299941,0.213767708590274,0.759470124070386,325,325,38,363,1.04615384615385,"1 - 2","success",0.999997530435179
"EFL1","MLres",0.0223114630424106,0.20397601845928,0.912898894898053,326,326,37,363,1.15950920245399,"1 - 3","success",0.999997530435179
"SH3GL3","MLres",0.0222800850861408,0.212045244058735,0.916318425579945,333,333,30,363,1.06606606606607,"1 - 2","success",0.999997530435179
"SEC11A","MLres",-0.0301338459375621,0.201635504450778,0.881200830803702,346,346,17,363,1.10404624277457,"1 - 3","success",0.999997530435179
"SEPTIN12","MLres",0.279087152527165,0.241674760255772,0.248170406045799,347,347,16,363,1.43804034582133,"1 - 5","success",0.999997530435179
"GLYR1","MLres",-0.0495495860424153,0.210679970420776,0.814062137319841,344,344,19,363,1.03197674418605,"1 - 2","success",0.999997530435179
"PMM2","MLres",0.270172675998141,0.198579094590835,0.173662488302558,351,351,12,363,1.12250712250712,"1 - 4","success",0.999997530435179
"SLC5A2","MLres",-0.00379733952158243,0.209993026738644,0.985572504454885,343,343,20,363,1.01749271137026,"1 - 2","success",0.999997530435179
"ITGAX","MLres",0.0952195860464771,0.229993517956193,0.678866879848224,293,293,70,363,1.10238907849829,"1 - 3","success",0.999997530435179
"TGFB1I1","MLres",-0.0156534951110679,0.21083613229153,0.940815566355371,350,350,13,363,1.01714285714286,"1 - 3","success",0.999997530435179
"RUSF1","MLres",-0.0440839423460472,0.204237350523892,0.829107305122246,353,353,10,363,1.03966005665722,"1 - 3","success",0.999997530435179
"ARMC5","MLres",0.00707186945868229,0.216882812286233,0.973988092037607,329,329,34,363,1.00607902735562,"1 - 2","success",0.999997530435179
"PARN","MLres",-0.0898838735122944,0.191349738747249,0.638543597065876,351,351,12,363,1.2022792022792,"1 - 6","success",0.999997530435179
"FTO","MLres",-0.276346764598701,0.197525104154618,0.161799101650637,347,347,16,363,1.14121037463977,"1 - 4","success",0.999997530435179
"UQCRC2","MLres",-0.00995437844961934,0.205630226728371,0.96139019062174,346,346,17,363,1.04913294797688,"1 - 3","success",0.999997530435179
"CDR2","MLres",0.00784219144541739,0.218128084664954,0.971320447868449,334,334,29,363,1.01197604790419,"1 - 2","success",0.999997530435179
"IGSF6","MLres",-0.017685421259915,0.206168094176229,0.931640063424446,353,353,10,363,1.01983002832861,"1 - 2","success",0.999997530435179
"ARHGAP17","MLres",-0.0524108991771656,0.215295407997832,0.807666772552008,322,322,41,363,1.05590062111801,"1 - 3","success",0.999997530435179
"MYLK3","MLres",-0.00547867178077084,0.207463161357722,0.978931972445389,349,349,14,363,1.06017191977077,"1 - 3","success",0.999997530435179
"ABCC12","MLres",0.032959974526516,0.317976485847972,0.917442834803647,101,101,262,363,1.01980198019802,"1 - 2","success",0.999997530435179
"NKD1","MLres",-0.0254451671480329,0.213436848316517,0.905103934535772,332,332,31,363,1.01807228915663,"1 - 3","success",0.999997530435179
"DHX38","MLres",-0.025321119991085,0.210028251329239,0.904039123065787,345,345,18,363,1.01739130434783,"1 - 3","success",0.999997530435179
"TXNL4B","MLres",-0.0618025029817928,0.203318966304914,0.761152107882198,355,355,8,363,1.05070422535211,"1 - 2","success",0.999997530435179
"MARVELD3","MLres",-0.0218757564840283,0.197477628306526,0.911794078896232,360,360,3,363,1.10833333333333,"1 - 6","success",0.999997530435179
"CHST4","MLres",-0.00216648841103847,0.214348968476424,0.991935682101115,336,336,27,363,1.00892857142857,"1 - 3","success",0.999997530435179
"ZFHX3","MLres",NA,NA,NA,0,291,72,363,NA,NA,"No variation in nonzero copy numbers",NA
"CLEC18B","MLres",0.0117548461884843,0.210036592830153,0.95536912702837,334,334,29,363,1.05089820359281,"1 - 4","success",0.999997530435179
"CPNE2","MLres",0.0204138448188147,0.209892698344718,0.922521127733337,349,349,14,363,1.01432664756447,"1 - 3","success",0.999997530435179
"NLRC5","MLres",-0.0221388503611264,0.222185624835664,0.920629154826938,272,272,91,363,1.05882352941176,"1 - 2","success",0.999997530435179
"KATNB1","MLres",-0.0422193086729797,0.210210849241365,0.840821595170216,338,338,25,363,1.0207100591716,"1 - 4","success",0.999997530435179
"KIFC3","MLres",-0.0787097814958827,0.205836678059842,0.702172487975587,345,345,18,363,1.06376811594203,"1 - 5","success",0.999997530435179
"ADAMTS18","MLres",-0.00534318721622164,0.213408873820928,0.980025192319065,328,328,35,363,1.00914634146341,"1 - 2","success",0.999997530435179
"NUDT7","MLres",-0.0736763495688531,0.207022707906651,0.721926424939479,344,344,19,363,1.02906976744186,"1 - 3","success",0.999997530435179
"GCSH","MLres",0.432540631837264,0.200645341042864,0.031103410503857,337,337,26,363,1.18100890207715,"1 - 4","success",0.999997530435179
"CMTM3","MLres",-0.0601961378881291,0.212149455136043,0.776606562332117,345,345,18,363,1.03478260869565,"1 - 2","success",0.999997530435179
"CMTM2","MLres",-0.24138905840706,0.209238479931228,0.248641561740099,326,326,37,363,1.06748466257669,"1 - 3","success",0.999997530435179
"CDH11","MLres",-0.109319244849943,0.204669599446663,0.593254732987497,350,350,13,363,1.05714285714286,"1 - 3","success",0.999997530435179
"NOL3","MLres",-0.0224157682589837,0.212147408921833,0.915851096855633,341,341,22,363,1.01466275659824,"1 - 3","success",0.999997530435179
"MAP1LC3B","MLres",0.384418811299189,0.201643235432148,0.0565943765723002,348,348,15,363,1.12931034482759,"1 - 3","success",0.999997530435179
"MBTPS1","MLres",0.0134555979600921,0.211568228882698,0.949289263914633,346,346,17,363,1.00578034682081,"1 - 2","success",0.999997530435179
"CDH13","MLres",-0.205532320041676,0.196687914885709,0.296038363408073,343,343,20,363,1.14577259475219,"1 - 3","success",0.999997530435179
"ZCCHC14","MLres",-0.0530065394228563,0.218566654977819,0.808378132669773,314,314,49,363,1.02866242038217,"1 - 2","success",0.999997530435179
"MEAK7","MLres",-0.0122166448355553,0.21687290010733,0.955078206254451,329,329,34,363,1.00607902735562,"1 - 2","success",0.999997530435179
"ADAD2","MLres",-0.0357272285027923,0.242965550828646,0.88309533495643,266,266,97,363,1.01503759398496,"1 - 2","success",0.999997530435179
"OSGIN1","MLres",NA,NA,NA,0,328,35,363,NA,NA,"No variation in nonzero copy numbers",NA
"IRF8","MLres",-0.00428971652231438,0.21396526735091,0.984004556683273,338,338,25,363,1.00295857988166,"1 - 2","success",0.999997530435179
"RHOT2","MLres",-0.000604738784815874,0.218833294027449,0.997795074429917,324,324,39,363,1.00925925925926,"1 - 2","success",0.999997530435179
"RPL3L","MLres",0.00415436328738517,0.208325744190768,0.984089903723192,347,347,16,363,1.01440922190202,"1 - 2","success",0.999997530435179
"ZSCAN32","MLres",1.10757293337468,0.632999728950994,0.0801664642343,61,61,302,363,1.40983606557377,"1 - 5","success",0.999997530435179
"RPS2","MLres",0.00705592335131271,0.210370855284522,0.973243646684406,335,335,28,363,1.02388059701493,"1 - 3","success",0.999997530435179
"NDUFB10","MLres",-0.0624246016803548,0.205998312678388,0.76186354758216,354,354,9,363,1.02542372881356,"1 - 2","success",0.999997530435179
"PDPK1","MLres",0.0693139214412127,0.19843401131941,0.726860613276546,342,342,21,363,1.16959064327485,"1 - 4","success",0.999997530435179
"TIGD7","MLres",NA,NA,NA,0,230,133,363,NA,NA,"No variation in nonzero copy numbers",NA
"DEF8","MLres",0.0502176852693641,0.199458700013897,0.801218969611367,346,346,17,363,1.11849710982659,"1 - 5","success",0.999997530435179
"TCF25","MLres",-0.287915099996891,0.210676806754494,0.171744501059536,334,334,29,363,1.07185628742515,"1 - 20","success",0.999997530435179
"GALNS","MLres",-0.0224426288758872,0.211197859945317,0.915373271254032,341,341,22,363,1.02346041055718,"1 - 2","success",0.999997530435179
"GAS8","MLres",-0.0673721119515173,0.200714358229874,0.737126031065433,345,345,18,363,1.10144927536232,"1 - 5","success",0.999997530435179
"MED9","MLres",0.00640016294484709,0.217283304074518,0.976501402680728,332,332,31,363,1.01807228915663,"1 - 2","success",0.999997530435179
"NCOR1","MLres",-0.0315394132241089,0.192871903730674,0.87010494737161,335,335,28,363,1.21492537313433,"1 - 7","success",0.999997530435179
"COPS3","MLres",-0.0424852923730772,0.206144616036253,0.836717016090955,343,343,20,363,1.06122448979592,"1 - 3","success",0.999997530435179
"GID4","MLres",0.0705694721220394,0.321939624014194,0.826493513802697,157,157,206,363,1.03821656050955,"1 - 2","success",0.999997530435179
"ZNF287","MLres",0.156421486141702,0.295654553864634,0.596757991212882,319,319,44,363,1.74921630094044,"1 - 18","success",0.999997530435179
"MYOCD","MLres",0.141993447453298,0.206715001659314,0.492142964079468,332,332,31,363,1.11144578313253,"1 - 11","success",0.999997530435179
"KSR1","MLres",-0.258472966513191,0.205705196185956,0.208927017761745,327,327,36,363,1.11926605504587,"1 - 4","success",0.999997530435179
"UTP4","MLres",-0.0879141411895454,0.207478716517524,0.671765600082279,343,343,20,363,1.05830903790087,"1 - 3","success",0.999997530435179
"RANBP10","MLres",-0.201103246265942,0.200105072207753,0.314902507939003,350,350,13,363,1.09142857142857,"1 - 3","success",0.999997530435179
"CTRL","MLres",-0.0368158042711783,0.249725820367415,0.882796652334681,227,227,136,363,1.01762114537445,"1 - 2","success",0.999997530435179
"DPEP3","MLres",-0.0173519458305399,0.208450089603033,0.933658570165767,312,312,51,363,1.11217948717949,"1 - 5","success",0.999997530435179
"GFOD2","MLres",-0.00221329106669753,0.208523086573549,0.991531308874887,350,350,13,363,1.00285714285714,"1 - 2","success",0.999997530435179
"NOB1","MLres",-0.110923614198011,0.208153364515325,0.594107174460837,344,344,19,363,1.01744186046512,"1 - 3","success",0.999997530435179
"PRPSAP2","MLres",0.0814525174399192,0.206242345251096,0.692890154652366,331,331,32,363,1.15105740181269,"1 - 3","success",0.999997530435179
"UNC45B","MLres",-0.115123295935508,0.21170817334005,0.586590840074876,339,339,24,363,1.08259587020649,"1 - 3","success",0.999997530435179
"PCTP","MLres",-0.359050009389867,0.232151883719088,0.121955670091976,351,351,12,363,1.43874643874644,"1 - 10","success",0.999997530435179
"OR4D1","MLres",0.0418418242587287,0.248333543830271,0.866197475995466,235,235,128,363,1.32765957446809,"1 - 6","success",0.999997530435179
"TOM1L1","MLres",-0.078724750684179,0.206725941782243,0.703339052123537,342,342,21,363,1.07602339181287,"1 - 4","success",0.999997530435179
"KIF2B","MLres",-0.0583701185032934,0.231656092412177,0.801065143556299,279,279,84,363,1.01075268817204,"1 - 2","success",0.999997530435179
"C17orf80","MLres",-0.0366893405238661,0.209201054880783,0.860782333476068,336,336,27,363,1.02380952380952,"1 - 3","success",0.999997530435179
"TOB1","MLres",-0.00979320203667792,0.209912157405763,0.962789144021823,346,346,17,363,1.01156069364162,"1 - 2","success",0.999997530435179
"VPS53","MLres",-0.235750340294308,0.195236822519853,0.227235944649314,351,351,12,363,1.15099715099715,"1 - 4","success",0.999997530435179
"SPATA22","MLres",-0.0808601004902414,0.209135344565652,0.69902270241253,335,335,28,363,1.10149253731343,"1 - 3","success",0.999997530435179
"SGSM2","MLres",-0.0850328435084771,0.208178927339977,0.682935713325437,339,339,24,363,1.06784660766962,"1 - 3","success",0.999997530435179
"NPEPPS","MLres",-0.100453545841058,0.203381933145868,0.621365660772991,342,342,21,363,1.12865497076023,"1 - 4","success",0.999997530435179
"SKAP1","MLres",-0.0213564678241027,0.211189726061087,0.919451583047587,353,353,10,363,1.0028328611898,"1 - 2","success",0.999997530435179
"LRRC46","MLres",-0.0292159047593913,0.215407786759904,0.892113249825553,337,337,26,363,1.00593471810089,"1 - 2","success",0.999997530435179
"SCRN2","MLres",-0.0261248114360226,0.211933881743471,0.901894335461234,345,345,18,363,1.00869565217391,"1 - 2","success",0.999997530435179
"SSH2","MLres",-0.00766317922624812,0.196428860313247,0.968880429488612,346,346,17,363,1.16473988439306,"1 - 3","success",0.999997530435179
"RHBDL3","MLres",-0.0358025499279958,0.208889840541781,0.863913653858517,355,355,8,363,1.04788732394366,"1 - 2","success",0.999997530435179
"SPACA3","MLres",0.277161831691991,0.203281628836484,0.172744613772847,345,345,18,363,1.11884057971014,"1 - 6","success",0.999997530435179
